武將编号,武將,容貌,性別,生年,登場年,仕官年,卒年,死因,相性,势力,军团,所属,所在,身份,官职,忠诚,lp12A,统率,武力,智力,政治,魅力,伤病,主义,政策,政策等级,声音,语调,lp117,配偶,義兄,血缘,父亲,母亲,世代
488,全祎,475,男,230,244,0,274,0,130,,,吴,吴,未登场,无,0,,61,68,45,33,56,健康,名利,培养水军,2,策士男,策士男,0,,,全琮,全端,,4
329,左奕,503,男,232,251,0,280,0,122,,,武陵,武陵,未登场,无,0,,61,66,51,45,56,健康,王道,兵站改革,2,普通男,普通男,0,,,左奕,,,1
823,庞羲,435,男,153,184,188,218,0,55,刘备,张任,建宁,建宁,普通,无,195,,60,38,68,74,62,健康,名利,工法改革,3,策士男,策士男,0,,,庞羲,,,1
108,郝萌,691,男,156,184,199,197,1,5,张杨,张杨,晋阳,晋阳,普通,无,100,,60,66,41,34,38,健康,我道,兵站改革,2,狡猾男,狡猾男,0,,,郝萌,,,1
966,吕威璜,449,男,159,188,189,200,1,105,袁绍,袁绍,平原,平原,普通,无,100,,60,63,28,39,41,健康,割据,扩张城墙,2,普通男,普通男,0,,,吕威璜,,,1
486,薛兰,1194,男,160,191,195,195,1,112,曹操,曹操,洛阳,洛阳,普通,无,100,,60,58,40,52,55,健康,霸道,扩张城墙,2,豪杰男,豪杰男,0,,,薛兰,,,1
40,王威,460,男,163,192,192,208,1,45,刘表,刘表,江夏,江夏,普通,奋武校尉,100,,60,70,62,50,64,健康,霸道,扩张城墙,3,普通男,普通男,0,,,王威,,,1
885,雷叙,897,男,165,184,199,198,1,148,袁术,袁术,宛,宛,普通,灭贼校尉,100,,60,63,34,24,31,健康,我道,工法改革,2,普通男,普通男,0,,,雷叙,,,1
1206,乌桓军师,1016,男,165,184,0,263,0,0,乌桓单于,乌桓单于,乌桓,乌桓,普通,无,255,,60,51,70,53,67,健康,我道,强化鱼鳞,1,策士男,策士男,0,,,乌桓军师,,,0
1211,乌桓豪杰,1016,男,165,350,203,263,0,0,袁绍,袁绍,蓟,蓟,普通,无,255,,60,83,22,28,50,健康,我道,强化鱼鳞,1,粗鲁男,粗鲁男,0,,,乌桓豪杰,,,0
1286,南中军师,1014,男,165,184,0,263,0,0,南中大王,南中大王,南中,南中,普通,无,255,,60,48,70,56,66,健康,我道,强化鱼鳞,1,策士男,策士男,0,,,南中军师,,,0
207,强端,696,男,168,184,195,237,0,60,刘备,张任,建宁,建宁,普通,无,100,,60,77,26,43,41,健康,割据,强化锥行,3,粗鲁男,粗鲁男,0,,,强端,,,1
728,董衡,872,男,169,193,193,219,1,29,董卓,董卓,长安,长安,普通,无,100,,60,59,41,32,30,健康,我道,强化锋矢,2,普通男,普通男,0,,,董衡,,,1
1034,姬平,951,男,170,184,0,268,0,45,,,,,死亡,无,0,,60,52,75,80,78,健康,王道,先从隗始,3,普通男,普通男,0,,,姬平,,,0
37,袁谭,35,男,173,187,189,205,1,86,袁绍,袁绍,蓟,蓟,普通,无,118,,60,69,30,37,59,健康,我道,军制改革,3,普通男,普通男,0,,,袁绍,袁绍,,2
228,邢道荣,237,男,174,193,193,208,1,12,士燮,士燮,桂阳,桂阳,普通,军师将军,100,,60,80,41,17,12,健康,割据,强化鱼鳞,4,豪杰男,豪杰男,0,,,邢道荣,,,1
499,曹安民,881,男,176,190,199,197,1,25,曹操,曹操,濮阳,濮阳,普通,无,100,,60,61,50,43,62,健康,割据,开发运输,2,策士男,策士男,0,,,曹操,,,2
33,袁春卿,1111,男,177,191,191,204,1,96,袁绍,袁绍,蓟,蓟,普通,无,100,,60,45,43,41,42,健康,割据,强化方圆,2,普通男,普通男,0,,,袁绍,,,2
981,吕建,1295,男,182,201,201,231,0,33,张杨,张杨,晋阳,晋阳,普通,无,100,,60,71,35,30,34,健康,霸道,扩张城墙,3,粗鲁男,粗鲁男,0,,,吕建,,,1
138,雅丹,813,男,186,210,0,259,0,49,,,天水,天水,未登场,无,0,,60,54,69,51,40,健康,我道,强化雁行,2,粗鲁男,粗鲁男,0,,,雅丹,,,1
589,卓膺,871,男,186,207,0,255,0,59,,,江州,江州,未登场,无,0,,60,64,38,40,46,健康,割据,强化雁行,2,普通男,普通男,0,,,卓膺,,,1
942,刘靖,1287,男,189,208,0,254,0,29,,,小沛,小沛,未登场,无,0,,60,35,64,81,74,健康,礼教,户籍整理,4,恭敬男,恭敬男,0,,,刘馥,刘馥,,2
679,陈脩,1230,男,197,215,0,229,0,124,,,庐江,庐江,未登场,无,0,,60,56,38,31,52,健康,割据,培养水军,2,威严男,威严男,0,,,陈武,陈武,,2
70,王惇,618,男,198,217,0,256,1,123,,,建业,建业,未登场,无,0,,60,65,43,61,53,健康,礼教,兵站改革,2,普通男,普通男,0,,,王惇,,,1
282,黄乱,698,男,200,219,0,264,0,143,,,建安,建安,未登场,无,0,,60,71,36,25,50,健康,割据,侵略荒废,3,粗鲁男,粗鲁男,0,,,黄乱,,,1
140,贾范,315,男,202,221,0,237,1,136,,,襄平,襄平,未登场,无,0,,60,62,73,62,62,健康,王道,户籍整理,3,普通男,普通男,0,,,贾范,,,1
491,全怿,558,男,212,226,0,265,0,130,,,吴,吴,未登场,无,0,,60,63,38,44,54,健康,割据,培养水军,2,普通男,普通男,0,,,全琮,全琮,,3
541,孙壹,1205,男,217,231,0,259,1,126,,,吴,吴,未登场,无,0,,60,63,47,33,46,健康,割据,强化雁行,2,普通男,普通男,0,,,孙坚,孙奂,,3
859,杨欣,614,男,220,239,0,278,0,31,,,武威,武威,未登场,无,0,,60,68,61,58,64,健康,霸道,火计研究,2,普通男,普通男,0,,,杨欣,,,1
547,孙冀,609,男,227,246,0,278,0,116,,,吴,吴,未登场,无,0,,60,66,51,60,66,健康,名利,培养水军,2,普通男,普通男,0,,,孙冀,,,1
941,刘谌,282,男,238,252,0,263,1,75,,,蓟,蓟,未登场,无,0,,60,62,67,70,80,健康,王道,兵站改革,4,自大男,自大男,0,,,刘备,刘禅,,3
813,文则,1255,男,163,184,200,199,1,65,袁绍,袁绍,北平,北平,普通,无,100,,59,53,32,35,47,健康,名利,扩张城墙,1,普通男,普通男,0,,,文则,,,1
1215,乌桓勇将,1305,女,165,350,203,263,0,0,袁绍,袁绍,蓟,蓟,普通,无,255,,59,68,50,42,66,健康,我道,强化鱼鳞,1,勇敢女,勇敢女,0,,,乌桓勇将,,,0
1251,羌族豪杰,1022,男,165,350,194,263,0,0,马腾,马腾,安定,安定,普通,无,255,,59,83,19,26,50,健康,我道,强化鱼鳞,1,粗鲁男,粗鲁男,0,,,羌族豪杰,,,0
1263,山越勇士,1020,男,165,184,0,263,0,0,山越头目,山越头目,山越,山越,普通,无,255,,59,87,23,28,52,健康,我道,强化鱼鳞,1,粗鲁男,粗鲁男,0,,,山越勇士,,,0
1266,山越军师,1020,男,165,184,0,263,0,0,山越头目,山越头目,山越,山越,普通,无,255,,59,52,70,55,63,健康,我道,强化鱼鳞,1,策士男,策士男,0,,,山越军师,,,0
1283,南中勇士,1014,男,165,184,0,263,0,0,南中大王,南中大王,南中,南中,普通,无,255,,59,88,19,24,53,健康,我道,强化鱼鳞,1,粗鲁男,粗鲁男,0,,,南中勇士,,,0
127,夏侯兰,876,男,168,202,202,219,1,30,曹操,曹操,虎牢关,虎牢关,普通,无,100,,59,68,44,65,57,健康,割据,强化方圆,2,普通男,普通男,0,,,夏侯兰,,,1
44,王观,1113,男,177,196,199,263,0,28,曹操,曹操,小沛,小沛,普通,无,100,,59,12,66,78,75,健康,王道,区域巡回,3,恭敬男,恭敬男,0,,,王观,,,1
603,张横,386,男,178,197,197,211,1,48,马腾,马腾,武威,武威,普通,无,100,,59,70,23,24,49,健康,割据,强化锥行,3,豪杰男,豪杰男,0,,,张横,,,1
891,李异,229,男,187,206,0,222,1,132,,,武陵,武陵,未登场,无,0,,59,77,20,18,21,健康,我道,侵略荒废,3,粗鲁男,粗鲁男,0,,,李异,,,1
439,诸葛融,1184,男,207,221,0,253,1,121,,,下邳,下邳,未登场,无,0,,59,52,55,63,69,健康,名利,三令五申,2,普通男,普通男,0,,,诸葛亮,诸葛瑾,,1
26,阎宇,302,男,209,228,0,264,0,50,,,江陵,江陵,未登场,无,0,,59,61,55,60,20,健康,我道,火计研究,2,狡猾男,狡猾男,0,,,阎宇,,,1
21,卫兹,1108,男,150,184,189,190,1,25,曹操,曹操,许昌,许昌,普通,无,100,,58,38,62,73,71,健康,礼教,改善岁出,3,普通男,普通男,0,,,卫兹,,,1
18,于毒,915,男,155,184,190,193,1,7,张杨,张杨,晋阳,晋阳,普通,无,100,,58,72,44,11,28,健康,我道,侵略荒废,3,粗鲁男,粗鲁男,0,,,于毒,,,1
920,李封,1280,男,157,191,199,195,1,112,曹操,曹操,陈留,陈留,普通,无,100,,58,65,38,49,54,健康,名利,工法改革,2,粗鲁男,粗鲁男,0,,,李封,,,1
103,郭石,804,男,158,184,190,187,1,10,曹操,曹操,陈留,陈留,普通,无,100,,58,62,43,32,40,健康,我道,侵略荒废,2,豪杰男,豪杰男,0,,,郭石,,,1
983,吕旷,234,男,162,184,190,207,1,107,韩馥,韩馥,邺,邺,普通,偏将军,100,,58,68,13,23,21,健康,我道,开发运输,2,普通男,普通男,0,,,吕旷,,,1
670,陈纪,579,男,165,184,191,197,1,140,曹操,曹操,濮阳,濮阳,普通,无,100,,58,65,43,48,31,健康,霸道,强化雁行,2,普通男,普通男,0,,,陈纪,,,1
1208,乌桓兵,1305,女,165,184,0,263,0,0,乌桓单于,乌桓单于,乌桓,乌桓,普通,无,255,,58,69,52,39,66,健康,我道,强化鱼鳞,1,勇敢女,勇敢女,0,,,乌桓兵,,,0
1213,乌桓宰相,1016,男,165,350,203,263,0,0,袁绍,袁绍,蓟,蓟,普通,无,255,,58,48,70,57,65,健康,我道,强化鱼鳞,1,策士男,策士男,0,,,乌桓宰相,,,0
1246,羌族军师,1022,男,165,184,0,263,0,0,羌族族长,羌族族长,羌,羌,普通,无,255,,58,50,69,53,68,健康,我道,强化鱼鳞,1,策士男,策士男,0,,,羌族军师,,,0
1271,山越豪杰,1020,男,165,350,194,263,0,0,,,会稽,会稽,未登场,无,255,,58,83,21,23,53,健康,我道,强化鱼鳞,1,粗鲁男,粗鲁男,0,,,山越豪杰,,,0
678,陈就,862,男,169,196,202,208,1,41,刘备,张任,梓潼,梓潼,普通,无,100,,58,65,32,28,35,健康,名利,强化鱼鳞,2,粗鲁男,粗鲁男,0,,,陈就,,,1
71,王必,887,男,170,189,189,218,1,24,曹操,曹操,许昌,许昌,普通,无,100,,58,43,57,64,67,健康,王道,区域巡回,2,普通男,普通男,0,,,王必,,,1
831,鲍隆,436,男,174,202,202,208,1,12,士燮,士燮,桂阳,鲍隆,普通,破虏将军,100,,58,75,49,20,28,健康,霸道,强化长蛇,3,粗鲁男,粗鲁男,0,,,鲍隆,,,1
336,士匡,703,男,175,194,194,229,1,134,士燮,士燮,零陵,零陵,普通,议曹从事,100,,58,45,62,57,55,健康,礼教,强化方圆,2,普通男,普通男,0,,,士燮,士壹,,2
895,李堪,657,男,176,195,195,211,1,48,马腾,马腾,武威,武威,普通,无,100,,58,68,33,36,45,健康,霸道,侵略荒废,2,普通男,普通男,0,,,李堪,,,1
591,谭雄,230,男,188,207,0,221,1,132,,,武陵,武陵,未登场,无,0,,58,73,14,19,36,健康,霸道,强化鹤翼,3,豪杰男,豪杰男,0,,,谭雄,,,1
468,秦朗,640,男,192,211,0,234,1,25,,,晋阳,晋阳,未登场,无,0,,58,70,35,15,39,健康,霸道,强化长蛇,3,自大男,自大男,0,,,秦宜禄,秦宜禄,杜氏,2
700,郑胄,1237,男,201,220,0,267,0,130,,,小沛,小沛,未登场,无,0,,58,44,52,61,57,健康,礼教,强化长蛇,2,普通男,普通男,0,,,郑胄,,,1
431,诸葛乔,708,男,204,218,0,228,0,81,,,下邳,下邳,未登场,无,0,,58,23,75,68,77,健康,礼教,强化兵器,3,恭敬男,恭敬男,0,,,诸葛亮,诸葛瑾,,2
154,毌丘秀,283,男,206,225,0,265,1,39,,,洛阳,洛阳,未登场,无,0,,58,62,33,38,51,健康,割据,扩张城墙,2,普通男,普通男,0,,,毌丘兴,毌丘兴,,2
302,胡济,603,男,207,223,0,264,0,76,,,新野,新野,未登场,无,0,,58,40,68,72,66,健康,王道,火计研究,3,勇将男,勇将男,0,,,胡济,,,1
54,王嗣,1114,男,219,238,0,256,1,79,,,成都,成都,未登场,无,0,,58,43,61,74,81,健康,礼教,开发运输,4,恭敬男,恭敬男,0,,,王嗣,,,1
436,诸葛靓,354,男,241,255,0,300,0,135,,,下邳,下邳,未登场,无,0,,58,63,66,65,67,健康,霸道,培养水军,2,普通男,普通男,0,,,诸葛亮,诸葛诞,,2
24,袁遗,488,男,150,184,199,193,0,95,曹操,曹操,许昌,许昌,普通,无,100,,57,39,73,76,70,健康,礼教,太学,3,恭敬男,恭敬男,0,,,袁绍,,,1
734,董承,409,男,154,184,189,200,1,89,董卓,张绣,天水,天水,普通,无,100,,57,55,65,61,74,健康,王道,强化鹤翼,3,恭敬男,恭敬男,0,,,董承,,,1
785,潘凤,418,男,155,184,189,190,1,94,韩馥,韩馥,邺,邺,普通,牙门将军,100,,57,78,4,14,25,健康,我道,强化鱼鳞,3,普通男,普通男,0,,,潘凤,,,1
829,鲍韬,1258,男,158,184,199,190,1,19,曹操,曹操,虎牢关,虎牢关,普通,无,100,,57,70,43,42,56,健康,王道,强化锋矢,3,普通男,普通男,0,,,鲍信,,,1
709,典韦,13,男,160,184,190,197,1,25,曹操,曹操,小沛,典韦,普通,破贼校尉,120,,57,95,35,29,58,健康,霸道,强化方圆,5,勇将男,勇将男,32,,,典韦,,,1
894,李乐,1272,男,160,184,190,196,1,8,张杨,张杨,晋阳,晋阳,普通,无,100,,57,70,36,13,17,健康,我道,开发运输,3,粗鲁男,粗鲁男,0,,,李乐,,,1
208,龚都,256,男,164,184,190,200,1,74,孔伷,孔伷,汝南,汝南,普通,破贼校尉,100,,57,70,23,23,37,健康,我道,区域巡回,3,粗鲁男,粗鲁男,0,,,龚都,,,1
1229,鲜卑悍妇,1306,女,165,184,0,263,0,0,鲜卑王,鲜卑王,鲜卑,鲜卑,普通,无,255,,57,82,58,47,62,健康,我道,强化鱼鳞,1,勇敢女,勇敢女,0,,,鲜卑悍妇,,,0
1238,鲜卑烈妇,1306,女,165,350,190,263,0,0,张杨,张杨,晋阳,晋阳,普通,无,255,,57,82,57,47,63,健康,我道,强化鱼鳞,1,勇敢女,勇敢女,0,,,鲜卑烈妇,,,0
1269,山越悍妇,1309,女,165,184,0,263,0,0,山越头目,山越头目,山越,山越,普通,无,255,,57,78,55,43,59,健康,我道,强化鱼鳞,1,勇敢女,勇敢女,0,,,山越悍妇,,,0
1278,山越烈妇,1309,女,165,350,0,263,0,0,,,,,未登场,无,0,,57,79,56,45,58,健康,我道,强化鱼鳞,1,勇敢女,勇敢女,0,,,山越烈妇,,,0
1298,南中烈妇,1308,女,165,350,200,263,0,0,,,云南,云南,未登场,无,255,,57,80,54,46,63,健康,我道,强化鱼鳞,1,勇敢女,勇敢女,0,,,南中烈妇,,,0
400,荀正,1177,男,166,185,190,196,1,145,袁术,袁术,宛,宛,普通,无,100,,57,63,33,20,34,健康,名利,强化锋矢,2,豪杰男,豪杰男,0,,,荀正,,,1
651,张南,795,男,168,187,199,208,1,39,袁绍,袁绍,平原,平原,普通,无,100,,57,70,46,34,33,健康,霸道,三令五申,3,普通男,普通男,0,,,张南,,,1
719,董和,413,男,168,187,199,219,0,66,刘备,刘备,成都,成都,普通,别驾从事,255,,57,34,73,87,72,健康,礼教,户籍整理,4,恭敬男,恭敬男,0,,,董和,,,1
1036,韩武,953,男,170,184,0,268,0,80,,,,,死亡,无,0,,57,66,72,82,71,健康,名利,工法改革,6,自大男,普通男,0,,,韩武,,,0
980,吕虔,452,男,173,192,199,247,0,29,曹操,曹操,陈留,陈留,普通,无,100,,57,70,61,72,59,健康,王道,区域巡回,3,恭敬男,恭敬男,0,,,吕虔,,,1
790,费桟,811,男,181,200,0,216,1,7,,,建业,黟,未发现,无,0,,57,69,41,34,31,健康,割据,侵略荒废,2,粗鲁男,粗鲁男,0,,,费桟,,,1
585,太史享,482,男,189,207,0,246,0,124,,,北海,北海,未登场,无,0,,57,66,48,60,60,健康,霸道,强化雁行,2,普通男,普通男,0,,,太史慈,太史慈,,2
194,魏邈,621,男,221,240,0,268,0,129,,,建业,建业,未登场,无,0,,57,62,59,54,65,健康,王道,墨守研究,2,普通男,普通男,0,,,魏邈,,,1
58,王戎,307,男,234,253,0,305,0,40,,,下邳,下邳,未登场,无,0,,57,36,72,55,46,健康,名利,培养水军,3,策士男,策士男,0,,,王戎,,,1
548,孙休,188,男,235,249,0,264,0,125,,,吴,吴,未登场,无,0,,57,39,78,75,83,健康,名利,太学,4,恭敬男,恭敬男,0,,,孙坚,孙权,,3
209,桥瑁,54,男,150,184,199,190,1,98,曹操,曹操,许昌,许昌,普通,无,100,,56,45,69,70,73,健康,名利,三令五申,3,普通男,普通男,0,,,桥瑁,,,2
105,郭图,79,男,155,184,190,205,1,111,袁绍,袁绍,南皮,南皮,普通,无,100,,56,50,82,68,40,健康,名利,强化兵器,4,策士男,策士男,0,,,郭图,,,1
65,区星,687,男,157,184,190,187,1,12,曹操,曹操,陈留,陈留,普通,无,100,,56,68,38,29,53,健康,我道,强化锋矢,2,粗鲁男,粗鲁男,0,,,区星,,,1
984,吕翔,453,男,164,184,190,207,1,107,韩馥,韩馥,邺,邺,普通,裨将军,100,,56,69,12,19,25,健康,我道,兵站改革,2,普通男,普通男,0,,,吕旷,,,1
417,钟进,879,男,166,200,200,211,1,22,曹操,曹操,洛阳,洛阳,普通,无,100,,56,26,38,47,40,健康,霸道,强化方圆,1,恭敬男,恭敬男,0,,,钟进,,,1
815,卞喜,434,男,169,184,190,200,1,8,张杨,张杨,晋阳,晋阳,普通,无,100,,56,70,62,37,24,健康,我道,强化雁行,3,狡猾男,狡猾男,0,,,卞喜,,,1
253,高柔,426,男,174,193,193,263,0,101,曹操,曹操,洛阳,洛阳,普通,无,100,,56,44,72,79,76,健康,王道,贯彻政令,3,恭敬男,恭敬男,0,,,高干,,,1
641,张先,861,男,175,194,194,198,1,148,董卓,董卓,长安,长安,普通,无,100,,56,67,38,21,30,健康,我道,扩张城墙,2,普通男,普通男,0,,,张先,,,1
532,宗预,882,男,181,211,0,264,0,75,,,宛,宛,未登场,无,0,,56,32,65,66,70,健康,王道,兵站改革,3,威严男,威严男,0,,,宗预,,,1
463,申耽,359,男,188,207,0,254,0,37,,,上庸,上庸,未登场,无,0,,56,62,52,48,45,健康,割据,区域巡回,2,狡猾男,狡猾男,0,,,申耽,,,1
378,周鲂,345,男,191,210,0,238,0,118,,,吴,吴,未登场,无,0,,56,41,80,75,62,健康,名利,墨守研究,4,策士男,策士男,0,,,周鲂,,,1
972,梁绪,645,男,198,217,0,260,0,72,,,天水,天水,未登场,无,0,,56,62,66,67,59,健康,割据,扩张城墙,2,普通男,普通男,0,,,梁绪,,,1
372,修则,1171,男,222,241,0,268,1,128,,,建安,建安,未登场,无,0,,56,62,53,56,50,健康,霸道,三令五申,2,普通男,普通男,0,,,修则,,,1
932,刘虞,459,男,145,184,204,193,1,96,袁绍,袁绍,北平,北平,普通,书佐,100,,55,33,69,77,93,健康,礼教,区域振兴,5,恭敬男,恭敬男,0,,,刘虞,,,1
592,段煨,1215,男,148,184,184,209,0,142,董卓,张绣,天水,天水,普通,无,100,,55,48,54,73,70,健康,名利,区域振兴,3,威严男,威严男,0,,,段煨,,,1
527,曹豹,281,男,151,184,187,196,1,84,陶谦,陶谦,下邳,下邳,普通,奋武校尉,100,,55,69,32,21,26,健康,名利,贯彻政令,2,狡猾男,狡猾男,0,,,曹豹,,,1
184,韩猛,825,男,160,184,189,200,0,90,袁绍,袁绍,平原,平原,普通,无,100,,55,65,43,40,41,健康,我道,强化锥行,2,普通男,普通男,0,,,韩猛,,,1
90,何仪,414,男,161,184,190,195,1,7,孔伷,孔伷,汝南,汝南,普通,灭贼校尉,100,,55,69,36,11,15,健康,我道,侵略荒废,2,粗鲁男,粗鲁男,0,,,何仪,,,1
599,赵叡,858,男,162,191,191,200,1,94,袁绍,袁绍,南皮,南皮,普通,无,100,,55,60,39,44,40,健康,霸道,兵站改革,2,普通男,普通男,0,,,赵叡,,,1
1209,乌桓悍妇,1305,女,165,184,0,263,0,0,乌桓单于,乌桓单于,乌桓,乌桓,普通,无,255,,55,81,57,48,58,健康,我道,强化鱼鳞,1,勇敢女,勇敢女,0,,,乌桓悍妇,,,0
1258,羌族烈妇,1307,女,165,350,204,263,0,0,马腾,马腾,安定,安定,普通,无,255,,55,80,54,43,60,健康,我道,强化鱼鳞,1,勇敢女,勇敢女,0,,,羌族烈妇,,,0
1289,南中悍妇,1308,女,165,184,0,263,0,0,南中大王,南中大王,南中,南中,普通,无,255,,55,83,54,44,58,健康,我道,强化鱼鳞,1,勇敢女,勇敢女,0,,,南中悍妇,,,0
451,徐邈,511,男,171,190,200,249,0,35,袁绍,袁绍,北平,北平,普通,功曹,100,,55,32,67,82,79,健康,礼教,户籍整理,4,自大男,自大男,0,,,徐邈,,,1
747,邓龙,865,男,172,191,191,208,1,41,刘表,刘表,江陵,江陵,普通,破贼校尉,100,,55,67,36,26,33,健康,我道,强化锋矢,2,勇将男,勇将男,0,,,邓龙,,,1
309,胡班,334,男,179,198,198,233,0,76,袁绍,袁绍,南皮,南皮,普通,无,100,,55,55,58,50,61,健康,王道,强化方圆,2,恭敬男,恭敬男,0,,,胡班,,,1
534,沮鹄,562,男,184,198,198,204,1,96,韩馥,韩馥,邺,邺,普通,主簿,100,,55,52,66,66,69,健康,割据,强化雁行,2,恭敬男,恭敬男,0,,,沮授,沮授,,2
272,高定,332,男,188,207,0,251,0,63,,,建宁,建宁,未登场,无,0,,55,63,43,44,46,健康,割据,三令五申,2,普通男,普通男,0,,,高定,,,1
455,申仪,457,男,190,209,0,252,0,37,,,上庸,上庸,未登场,无,0,,55,59,59,56,47,健康,割据,扩张城墙,1,策士男,策士男,0,,,申耽,,,1
151,韩起,1129,男,192,211,0,238,1,7,,,襄平,襄平,未登场,无,0,,55,72,25,11,8,健康,我道,培养水军,3,粗鲁男,粗鲁男,0,,,韩起,,,1
528,曹彪,1203,男,195,209,0,251,1,21,,,许昌,许昌,未登场,无,0,,55,49,58,41,68,健康,霸道,强化方圆,2,普通男,普通男,0,,,曹操,曹操,,2
452,岑威,880,男,196,215,0,235,1,27,,,宛,宛,未登场,无,0,,55,56,45,36,43,健康,割据,开发运输,1,狡猾男,狡猾男,0,,,岑威,,,1
917,李丰,455,男,202,216,0,260,0,71,,,宛,宛,未登场,无,0,,55,48,67,72,66,健康,王道,兵站改革,3,恭敬男,恭敬男,0,,,李严,李严,,2
415,蒋舒,352,男,225,244,0,290,0,62,,,梓潼,梓潼,未登场,无,0,,55,76,35,29,25,健康,名利,地势研究,3,狡猾男,狡猾男,0,,,蒋舒,,,1
560,孙秀,210,男,235,249,0,299,0,130,,,吴,吴,未登场,无,0,,55,51,53,56,67,健康,王道,培养水军,2,普通男,普通男,0,,,孙坚,,,4
925,刘焉,70,男,132,184,203,194,0,55,刘备,张任,云南,云南,普通,无,120,,54,38,79,84,86,健康,名利,火计研究,4,威严男,威严男,25,,,刘焉,,,1
341,士燮,704,男,137,184,184,226,0,139,士燮,士燮,桂阳,桂阳,君主,无,250,,54,31,80,92,89,健康,割据,先从隗始,3,威严男,威严男,0,,,士燮,,,1
56,王子服,1116,男,160,184,189,200,1,89,董卓,张绣,天水,天水,普通,无,100,,54,57,58,52,65,健康,王道,兵站改革,1,普通男,普通男,0,,,王子服,,,1
784,范方,1248,男,160,184,200,192,1,65,袁绍,袁绍,北海,北海,普通,无,100,,54,58,38,33,45,健康,割据,强化锋矢,1,普通男,普通男,0,,,范方,,,1
6,尹楷,1102,男,161,190,199,204,1,107,袁绍,袁绍,北平,北平,普通,无,100,,54,56,42,44,43,健康,割据,兵站改革,1,普通男,普通男,0,,,尹楷,,,1
393,荀彧,44,男,163,184,197,212,1,22,曹操,曹操,小沛,小沛,太守,御史中丞,120,,54,14,95,99,94,健康,王道,经世济民,3,恭敬男,恭敬男,36,,,荀彧,,,2
519,曹性,369,男,163,184,189,198,1,147,董卓,张绣,天水,天水,普通,无,100,,54,74,38,27,34,健康,割据,强化雁行,3,普通男,普通男,0,,,曹性,,,1
1218,乌桓烈妇,1305,女,165,350,203,263,0,0,袁绍,袁绍,蓟,蓟,普通,无,255,,54,79,57,45,63,健康,我道,强化鱼鳞,1,勇敢女,勇敢女,0,,,乌桓烈妇,,,0
795,糜芳,163,男,169,188,188,222,1,108,陶谦,陶谦,下邳,下邳,普通,破贼校尉,100,,54,61,31,23,18,健康,名利,三令五申,2,普通男,普通男,0,,,糜竺,,,1
1035,魏罃,952,男,170,184,0,268,0,65,,,,,死亡,无,0,,54,58,68,74,70,健康,割据,兵站改革,6,自大男,自大男,0,,,魏罃,,,0
1055,燕青,972,男,170,184,0,268,0,70,,,,,死亡,无,0,,54,85,85,74,80,健康,割据,太学,4,勇将男,勇将男,0,,,燕青,,,0
448,徐详,1188,男,174,201,201,233,0,115,张超,张超,建业,建业,普通,无,100,,54,42,63,73,70,健康,礼教,兵站改革,3,普通男,普通男,0,,,徐详,,,1
244,黄射,1146,男,175,194,194,208,1,45,刘表,刘表,襄阳,襄阳,普通,无,100,,54,47,55,44,50,健康,割据,强化雁行,1,普通男,普通男,0,,,黄祖,黄祖,,2
832,庞林,1259,男,184,208,0,245,0,73,,,襄阳,襄阳,未登场,无,0,,54,42,67,69,58,健康,礼教,墨守研究,2,恭敬男,恭敬男,0,,,庞统,,,1
107,郝普,1120,男,185,209,0,233,1,40,,,新野,新野,未登场,无,0,,54,36,42,68,25,健康,割据,区域巡回,2,狡猾男,狡猾男,0,,,郝普,,,1
934,刘贤,446,男,188,202,202,252,0,134,士燮,士燮,零陵,零陵,普通,劝学从事,100,,54,66,51,42,52,健康,名利,开发设施,2,勇将男,勇将男,0,,,刘度,刘度,,2
881,杨锋,722,男,191,213,0,252,0,91,,,云南,云南,未登场,无,0,,54,60,52,40,46,健康,名利,地势研究,2,豪杰男,豪杰男,0,,,杨锋,,,1
704,程武,402,男,201,215,0,265,0,24,,,濮阳,濮阳,未登场,无,0,,54,35,75,71,49,健康,霸道,地势研究,3,策士男,策士男,0,,,程昱,程昱,,2
610,张休,273,男,205,221,0,245,1,120,,,下邳,下邳,未登场,无,0,,54,27,74,77,73,健康,礼教,开发运输,3,恭敬男,恭敬男,0,,,张昭,张昭,,2
119,夏侯玄,247,男,209,223,0,254,1,20,,,许昌,许昌,未登场,无,0,,54,39,75,92,65,健康,王道,区域振兴,5,恭敬男,恭敬男,0,,,夏侯惇,夏侯尚,,3
130,贾充,235,男,217,231,0,282,0,31,,,洛阳,洛阳,未登场,无,0,,54,31,89,85,9,健康,名利,墨守研究,4,自大男,自大男,0,,,贾逵,贾逵,,2
530,曹髦,276,男,241,254,0,260,1,24,,,许昌,许昌,未登场,无,0,,54,61,59,75,76,健康,霸道,军制改革,3,普通男,普通男,0,,,曹操,曹霖,,4
947,刘岱,447,男,147,184,199,202,0,36,曹操,曹操,许昌,许昌,普通,无,100,,53,65,35,54,42,健康,名利,改善岁出,2,狡猾男,狡猾男,0,,,刘岱,,,1
297,伍习,829,男,152,184,192,198,0,9,曹操,曹操,许昌,许昌,普通,无,100,,53,64,42,28,32,健康,霸道,工法改革,2,狡猾男,狡猾男,0,,,伍习,,,1
